"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","SISBEN","PEOPLE_HOUSE","INTERNET","TV","COMPUTER","WASHING_MCH","MIC_OVEN","CAR","DVD","FRESH","PHONE","MOBILE","REVENUE","JOB","SCHOOL_NAT","SCHOOL_TYPE","MAT_S11","CR_S11","CC_S11","BIO_S11","ENG_S11","ACADEMIC_PROGRAM","QR_PRO","CR_PRO","CC_PRO","ENG_PRO","WC_PRO","FEP_PRO","G_SC","PERCENTILE","X2ND_DECILE","QUARTILE","SEL","SEL_IHE","AVG_S11"
"7692","M","Incomplete primary","Incomplete primary","Retired","Home","Stratum 2","Level 1","Three","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL",53,52,51,60,42,"INDUSTRIAL ENGINEERING",56,71,26,53,0,143,118,10,"1","1","1","2",51.6
"7693","F","Postgraduate education","Complete technique or technology","Independent professional","Auxiliary or Administrative","Stratum 3","Level 3","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",66,81,70,64,64,"CIVIL ENGINEERING",72,93,89,89,93,141,187,95,"5","4","4","3",69
"7694","M","Complete professional education","Complete professional education","Entrepreneur","Entrepreneur","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",81,71,62,61,95,"MECHANICAL ENGINEERING",99,82,96,98,94,94,200,99,"5","4","4","4",74
"7695","F","Complete professional education","Complete technique or technology","Executive","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",63,75,67,71,65,"CIVIL ENGINEERING",67,72,83,83,44,169,166,79,"4","4","4","4",68.2
"7696","M","Complete professional education","Postgraduate education","Independent professional","Independent professional","Stratum 3","It is not classified by the SISBEN","Ten","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",68,69,64,71,68,"MECHANICAL ENGINEERING",99,54,96,82,86,176,186,94,"5","4","4","4",68
"7697","F","Complete professional education","Complete Secundary","Independent professional","Home","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",55,58,62,58,57,"CIVIL ENGINEERING",88,72,35,46,23,23,151,58,"3","3","3","4",58
"7698","M","Complete technique or technology","Complete technique or technology","Independent","Independent","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",73,66,73,60,70,"CIVIL ENGINEERING",96,74,95,82,37,173,177,89,"5","4","4","2",68.4
"7699","M","Complete professional education","Complete professional education","Independent professional","Independent professional","Stratum 3","It is not classified by the SISBEN","Five","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",73,74,70,78,58,"CIVIL ENGINEERING",99,99,75,93,75,195,193,97,"5","4","2","2",70.6
"7700","M","Incomplete Professional Education","Complete professional education","Operator","Executive","Stratum 2","Level 2","Five","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",43,47,40,49,49,"INDUSTRIAL ENGINEERING",20,12,23,29,27,142,122,14,"1","1","2","2",45.6
"7701","M","Incomplete Secundary","Incomplete primary","Other occupation","Home","Stratum 2","Level 2","Five","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",70,60,55,57,49,"CIVIL CONSTRUCTIONS",84,50,21,72,96,170,161,73,"4","3","1","2",58.2
"7702","M","Complete Secundary","Incomplete primary","Independent","Home","Stratum 2","Level 2","Five","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",76,71,77,69,57,"CHEMICAL ENGINEERING",97,91,86,47,64,165,176,88,"5","4","1","2",70
"7703","M","Complete Secundary","Incomplete Professional Education","Entrepreneur","Other occupation","Stratum 2","Level 2","Four","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL",63,59,62,61,64,"INDUSTRIAL ENGINEERING",96,60,75,82,36,148,168,81,"5","4","2","2",61.8
"7704","M","Complete professional education","Complete Secundary","Technical or professional level employee","Home","Stratum 2","Level 1","Six","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",50,43,56,61,49,"CIVIL ENGINEERING",77,43,25,8,58,91,139,39,"2","2","1","2",51.8
"7705","F","Incomplete primary","Incomplete Secundary","Operator","Home","Stratum 3","It is not classified by the SISBEN","Seven","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",66,53,64,66,58,"CIVIL ENGINEERING",94,80,73,65,92,176,177,89,"5","4","2","3",61.4
"7706","M","Complete Secundary","Complete Secundary","Independent","Home","Stratum 2","Level 3","Five","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PUBLIC","ACADEMIC",76,77,73,87,57,"CHEMICAL ENGINEERING",100,98,97,80,52,190,192,97,"5","4","2","2",74
"7707","F","Complete primary","Complete primary","Independent","Independent","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",56,41,47,58,54,"INDUSTRIAL ENGINEERING",43,10,30,38,27,123,129,22,"2","1","2","3",51.2
"7708","F","Incomplete technical or technological","Incomplete technical or technological","Technical or professional level employee","Technical or professional level employee","Stratum 3","Level 3","Three","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",58,61,44,46,44,"INDUSTRIAL ENGINEERING",87,60,11,27,51,158,144,46,"3","2","3","3",50.6
"7709","M","Complete professional education","Complete Secundary","Operator","Home","Stratum 4","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",74,65,100,57,72,"CIVIL ENGINEERING",100,91,84,86,54,207,186,94,"5","4","3","2",73.6
"7710","F","Complete Secundary","Complete Secundary","Independent","Auxiliary or Administrative","Stratum 1","Level 1","Three","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",49,54,58,52,42,"INDUSTRIAL ENGINEERING",59,87,71,22,30,160,153,61,"4","3","1","2",51
"7711","M","Incomplete Secundary","Complete primary","Independent","Home","Stratum 1","Level 2","Five","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",96,78,73,81,80,"CIVIL ENGINEERING",84,99,92,96,35,185,185,94,"5","4","2","2",81.6
"7712","F","Incomplete Secundary","Incomplete primary","Independent","Home","Stratum 2","Level 2","Five","No","No","No","No","No","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL",62,56,56,52,54,"ELECTRONIC ENGINEERING",73,2,7,75,83,144,139,38,"2","2","2","2",56
"7713","M","Complete technique or technology","Postgraduate education","Technical or professional level employee","Technical or professional level employee","Stratum 2","Level 3","Four","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",76,77,91,77,70,"ELECTRONIC ENGINEERING",84,97,85,96,22,85,180,91,"5","4","4","2",78.2
"7714","F","Incomplete primary","Incomplete Secundary","Operator","Home","Stratum 3","Level 2","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",69,58,60,61,54,"INDUSTRIAL ENGINEERING",97,25,73,58,55,151,159,70,"4","3","1","2",60.4
"7715","F","Incomplete Secundary","Incomplete Secundary","Operator","Operator","Stratum 5","It is not classified by the SISBEN","Two","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","less than 1 LMMW","No","PRIVATE","ACADEMIC",67,64,62,67,74,"INDUSTRIAL ENGINEERING",100,87,88,74,17,17,176,88,"5","4","2","4",66.8
"7716","F","Incomplete Professional Education","Complete Secundary","Independent","Home","Stratum 4","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",67,56,70,61,76,"ELECTRONIC ENGINEERING",90,83,78,93,90,116,185,94,"5","4","4","4",66
"7717","M","Complete Secundary","Complete technique or technology","Independent","Auxiliary or Administrative","Stratum 2","It is not classified by the SISBEN","Two","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","Yes, 20 hours or more per week","PRIVATE","ACADEMIC",66,60,64,68,74,"INDUSTRIAL ENGINEERING",100,72,51,92,15,142,186,94,"5","4","3","2",66.4
"7718","F","Incomplete Secundary","Incomplete Secundary","Operator","Operator","Stratum 2","Level 2","Six","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",53,62,60,58,64,"CIVIL ENGINEERING",52,56,41,50,27,164,143,46,"3","2","1","2",59.4
"7719","M","Complete primary","Complete technique or technology","Operator","Home","Stratum 1","It is not classified by the SISBEN","Three","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",97,64,67,82,49,"CHEMICAL ENGINEERING",100,86,94,75,65,194,186,94,"5","4","1","2",71.8
"7720","M","Incomplete Secundary","Incomplete Secundary","Other occupation","Other occupation","Stratum 2","Level 2","Four","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL",58,49,62,67,65,"ELECTRONIC ENGINEERING",88,69,48,84,40,149,163,75,"4","4","1","1",60.2
"7721","M","Complete Secundary","Incomplete Secundary","Technical or professional level employee","Home","Stratum 2","Level 1","Five","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",71,53,62,62,62,"INDUSTRIAL ENGINEERING",7,1,5,2,0,131,72,1,"1","1","2","1",62
"7722","M","Complete professional education","Incomplete Secundary","Technical or professional level employee","Home","Stratum 2","Level 2","Six","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL",68,57,62,60,48,"CIVIL ENGINEERING",65,83,88,83,71,190,174,87,"5","4","2","2",59
"7723","M","Not sure","Complete technique or technology","Other occupation","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Seven","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",61,60,64,55,82,"INDUSTRIAL ENGINEERING",81,49,74,89,11,131,159,70,"4","3","2","2",64.4
"7724","M","Complete Secundary","Complete Secundary","Independent","Other occupation","Stratum 2","Level 1","Six","No","No","No","No","Yes","No","Yes","Yes","Yes","No","less than 1 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",67,56,65,61,58,"CIVIL ENGINEERING",100,88,77,81,100,179,195,98,"5","4","2","2",61.4
"7725","M","Complete Secundary","Complete technique or technology","Operator","Operator","Stratum 1","Level 1","Four","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PUBLIC","ACADEMIC",70,81,62,65,68,"ELECTRONIC ENGINEERING",100,88,62,83,16,16,174,86,"5","4","2","4",69.2
"7726","F","Complete Secundary","Complete Secundary","Independent professional","Home","Stratum 1","Level 1","Four","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",50,45,52,53,53,"INDUSTRIAL ENGINEERING",29,72,52,46,97,170,158,68,"4","3","2","2",50.6
"7727","M","Complete professional education","Complete technique or technology","Technical or professional level employee","Technical or professional level employee","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",55,62,62,67,57,"INDUSTRIAL ENGINEERING",97,81,80,80,84,175,182,92,"5","4","4","2",60.6
"7728","M","Complete technique or technology","Complete Secundary","Operator","Operator","Stratum 1","Level 1","Three","No","No","Yes","No","No","No","No","Yes","No","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",47,56,53,53,43,"INDUSTRIAL ENGINEERING",70,59,31,57,0,134,120,12,"1","1","1","2",50.4
"7729","F","Complete Secundary","Postgraduate education","Independent","Technical or professional level employee","Stratum 2","Level 2","Four","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",58,59,60,55,62,"CIVIL ENGINEERING",64,72,52,69,27,145,154,62,"4","3","3","2",58.8
"7730","M","Complete technique or technology","Complete professional education","Independent","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Six","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",81,66,65,77,64,"INDUSTRIAL ENGINEERING",96,86,95,79,46,201,180,91,"5","4","3","2",70.6
"7731","M","Complete professional education","Incomplete Professional Education","Small entrepreneur","Auxiliary or Administrative","Stratum 2","It is not classified by the SISBEN","Three","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","less than 1 LMMW","No","PUBLIC","ACADEMIC",58,55,56,61,64,"INDUSTRIAL ENGINEERING",74,62,55,86,13,173,156,65,"4","3","4","2",58.8
"7732","M","Complete primary","Incomplete Secundary","Independent","Home","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",56,55,58,52,65,"INDUSTRIAL ENGINEERING",62,51,36,75,10,162,144,46,"3","2","1","2",57.2
"7733","M","Complete Secundary","Complete professional education","Independent","Home","Stratum 2","Level 2","Five","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",74,49,60,60,53,"ELECTRONIC ENGINEERING",92,65,84,35,63,171,165,77,"4","4","2","2",59.2
"7734","M","Complete Secundary","Complete Secundary","Auxiliary or Administrative","Home","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",77,77,73,75,80,"INDUSTRIAL ENGINEERING",93,92,92,91,54,167,184,93,"5","4","2","2",76.4
"7735","F","Incomplete Secundary","Complete primary","Independent","Home","Stratum 3","Level 2","Eight","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",77,77,73,72,80,"MECHANICAL ENGINEERING",99,98,96,92,34,199,191,97,"5","4","1","2",75.8
"7736","M","Complete professional education","Complete professional education","Independent","Executive","Stratum 3","Level 3","Three","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",74,66,67,72,60,"TOPOGRAPHIC ENGINEERY",67,63,65,67,19,65,153,62,"4","3","4","2",67.8
"7737","M","Incomplete primary","Complete primary","Independent","Home","Stratum 1","It is not classified by the SISBEN","Three","No","No","No","No","No","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",64,56,52,59,44,"MECHANICAL ENGINEERING",98,89,96,9,21,131,167,79,"4","4","1","2",55
"7738","M","Complete Secundary","Complete Secundary","Independent","Home","Stratum 2","Level 1","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",52,56,53,45,39,"CIVIL ENGINEERING",64,24,41,51,55,139,143,45,"3","2","2","2",49
"7739","M","Complete Secundary","Incomplete Secundary","Independent","Home","Stratum 1","Level 1","Four","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",64,58,56,61,50,"CIVIL ENGINEERING",97,41,71,62,62,111,165,77,"4","4","1","2",57.8
"7740","F","Complete Secundary","Complete Secundary","Other occupation","Home","Stratum 1","Level 1","Four","No","Yes","No","No","No","No","No","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",48,54,56,65,44,"MECHANICAL ENGINEERING",62,67,71,35,30,159,151,58,"3","3","2","1",53.4
"7741","F","Complete professional education","Complete professional education","Auxiliary or Administrative","Other occupation","Stratum 3","Esta clasificada en otro Level del SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",58,57,60,61,65,"INDUSTRIAL ENGINEERING",66,54,10,78,67,149,150,56,"3","3","4","2",60.2
"7742","F","Complete Secundary","Complete Secundary","Independent professional","Independent professional","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PUBLIC","ACADEMIC",60,58,65,58,54,"INDUSTRIAL ENGINEERING",43,74,72,66,12,137,150,57,"3","3","2","2",59
"7743","M","Incomplete Secundary","Incomplete Secundary","Operator","Home","Stratum 2","Level 2","Five","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",52,57,56,38,46,"INDUSTRIAL ENGINEERING",43,3,13,43,23,106,122,14,"1","1","1","2",49.8
